Index,T arrival,Origin,Dest,Assignment,T end wait AP,T end wait CP,T door opening,T door opened,T door close,T depart,Reg dir,Reg car-dir,Re-Reg,T Re-Reg,Reg AP T,Reg CP T,Wait AP T,Wait CP T,Srvc T,Rejection
1,38.650,3,4,1,114.985,115.376,117.782,120.282,122.382,78.438,1,1,0,,76.335,76.726,76.335,76.726,39.788,
2,39.000,0,1,0,43.953,44.820,47.226,49.726,54.326,67.599,1,1,0,,4.953,5.820,4.953,5.820,28.599,
3,40.650,4,5,1,73.142,73.533,75.938,78.438,85.038,98.312,1,1,0,,32.492,32.883,32.492,32.883,57.662,
4,41.000,1,5,1,0.000,0.000,-92559631349317831000000000000000000000000000000000000000000000.000,-92559631349317831000000000000000000000000000000000000000000000.000,-92559631349317831000000000000000000000000000000000000000000000.000,0.000,1,1,0,,-41.000,-41.000,-41.000,-41.000,-41.000,H D HD 
5,42.650,5,8,0,0.000,0.000,-92559631349317831000000000000000000000000000000000000000000000.000,-92559631349317831000000000000000000000000000000000000000000000.000,-92559631349317831000000000000000000000000000000000000000000000.000,0.000,1,1,0,,-42.650,-42.650,-42.650,-42.650,-42.650,H D HD 
