Index,T arrival,Origin,Dest,Assignment,T end wait AP,T end wait CP,T door opening,T door opened,T door close,T depart,Reg dir,Reg car-dir,Re-Reg,T Re-Reg,Reg AP T,Reg CP T,Wait AP T,Wait CP T,Srvc T,Rejection
1,1.720,2,0,0,1.720,1.720,1.720,3.220,7.820,18.849,1,1,0,,0.000,0.000,0.000,0.000,17.129,
2,6.290,5,0,3,9.006,8.506,11.671,13.171,17.771,32.121,1,1,0,,2.716,2.216,2.716,2.216,25.831,
3,8.890,1,0,4,8.890,8.890,8.890,10.390,14.990,24.371,1,1,0,,0.000,0.000,0.000,0.000,15.481,
4,11.370,9,0,5,11.370,11.370,11.370,12.870,17.470,88.408,1,1,0,,0.000,0.000,0.000,0.000,77.038,
5,17.570,5,0,3,17.570,17.570,11.671,13.171,17.771,32.121,0,0,0,,,,0.000,0.000,14.551,
6,20.080,9,0,1,24.464,23.119,27.109,28.609,33.209,79.100,1,1,0,,4.384,3.039,4.384,3.039,59.020,
7,22.090,5,0,5,24.571,24.178,29.336,30.836,35.436,88.408,1,1,0,,2.481,2.088,2.481,2.088,66.318,
8,22.850,5,0,5,24.571,24.178,29.336,30.836,35.436,88.408,0,0,0,,,,1.721,1.328,65.558,
9,27.490,7,0,1,40.093,38.748,42.738,44.238,48.838,79.100,1,1,0,,12.603,11.258,12.603,11.258,51.610,
10,32.040,4,0,5,40.651,40.151,43.317,44.817,49.417,88.408,1,1,0,,8.611,8.111,8.611,8.111,56.368,
11,32.150,4,0,5,40.651,40.151,43.317,44.817,49.417,88.408,0,0,0,,,,8.501,8.001,56.258,
12,35.310,9,0,2,44.015,41.760,46.660,48.160,52.760,161.657,1,1,0,,8.705,6.450,8.705,6.450,126.347,
13,38.890,8,0,2,57.976,57.476,60.641,62.141,66.741,161.657,1,1,0,,19.086,18.586,19.086,18.586,122.767,
14,41.410,9,0,2,44.015,41.760,46.660,48.160,52.760,161.657,0,0,0,,,,2.605,0.350,120.247,
15,42.090,4,0,5,42.090,42.090,43.317,44.817,49.417,88.408,0,0,0,,,,0.000,0.000,46.318,
16,50.820,3,0,5,54.632,54.132,57.298,58.798,63.398,88.408,1,1,0,,3.812,3.312,3.812,3.312,37.588,
17,50.980,4,0,1,56.989,55.011,59.634,61.134,65.734,79.100,1,1,0,,6.009,4.031,6.009,4.031,28.120,
18,52.700,2,0,5,68.613,68.113,71.279,72.779,77.379,88.408,1,1,0,,15.913,15.413,15.913,15.413,35.708,
19,55.900,6,0,2,85.938,85.438,88.603,90.103,94.703,161.657,1,1,0,,30.038,29.538,30.038,29.538,105.757,
20,57.000,7,0,2,71.957,71.457,74.622,76.122,80.722,161.657,1,1,0,,14.957,14.457,14.957,14.457,104.657,
21,58.510,4,0,1,58.510,58.510,59.634,61.134,65.734,79.100,0,0,0,,,,0.000,0.000,20.590,
