Index,T arrival,Origin,Dest,Assignment,T end wait AP,T end wait CP,T door opening,T door opened,T door close,T depart,Reg dir,Reg car-dir,Re-Reg,T Re-Reg,Reg AP T,Reg CP T,Wait AP T,Wait CP T,Srvc T,Rejection
1,3.190,7,8,4,3.190,3.190,3.190,4.690,9.290,18.671,1,1,0,,0.000,0.000,0.000,0.000,15.481,
2,8.050,4,0,3,10.766,10.266,13.431,14.931,19.531,32.897,1,1,0,,2.716,2.216,2.716,2.216,24.847,
3,10.630,8,2,5,10.630,10.630,10.630,12.130,16.730,32.080,1,1,0,,0.000,0.000,0.000,0.000,21.450,
4,36.480,3,1,2,36.480,36.480,36.480,37.980,42.580,53.609,1,1,0,,0.000,0.000,0.000,0.000,17.129,
5,51.430,4,0,5,55.814,54.469,58.459,59.959,64.559,77.925,1,1,0,,4.384,3.039,4.384,3.039,26.495,
6,52.970,0,8,3,52.970,52.970,52.970,54.470,59.070,76.420,1,1,0,,0.000,0.000,0.000,0.000,23.450,
7,55.020,7,6,4,57.736,57.236,60.401,61.901,66.501,75.882,1,1,0,,2.716,2.216,2.716,2.216,20.862,
8,64.500,0,5,0,64.500,64.500,64.500,66.000,70.600,84.950,1,1,0,,0.000,0.000,0.000,0.000,20.450,
9,64.620,0,9,0,64.620,64.620,64.500,66.000,70.600,100.916,0,0,0,,,,0.000,0.000,36.296,
10,80.820,0,6,5,80.820,80.820,80.820,82.320,86.920,102.270,1,1,0,,0.000,0.000,0.000,0.000,21.450,
11,89.030,5,0,4,91.746,91.246,94.411,95.911,100.511,114.861,1,1,0,,2.716,2.216,2.716,2.216,25.831,
12,89.290,6,1,3,93.674,92.329,96.319,97.819,102.419,142.677,1,1,0,,4.384,3.039,4.384,3.039,53.387,
13,90.010,7,5,2,98.715,96.460,101.360,102.860,107.460,118.489,1,1,0,,8.705,6.450,8.705,6.450,28.479,
14,93.360,5,9,1,100.081,97.568,102.726,104.226,108.826,122.191,1,1,0,,6.721,4.208,6.721,4.208,28.831,C 
15,93.880,2,1,3,124.551,122.573,127.196,128.696,133.296,142.677,1,1,0,,30.671,28.693,30.671,28.693,48.797,
16,102.810,5,1,3,107.634,107.134,110.300,111.800,116.400,142.677,1,1,0,,4.824,4.324,4.824,4.324,39.867,C 
17,105.030,8,2,0,108.731,108.231,111.397,112.897,117.497,132.847,1,1,0,,3.701,3.201,3.701,3.201,27.817,
18,111.100,3,4,5,116.751,114.773,119.396,120.896,125.496,134.877,1,1,0,,5.651,3.673,5.651,3.673,23.777,
19,118.080,1,7,4,122.677,122.177,125.342,126.842,131.442,146.792,1,1,0,,4.597,4.097,4.597,4.097,28.712,
20,126.070,0,4,0,142.331,140.986,144.976,146.476,151.076,164.441,1,1,0,,16.261,14.916,16.261,14.916,38.371,
21,140.410,6,7,4,154.608,154.108,157.273,158.773,163.373,172.755,1,1,0,,14.198,13.698,14.198,13.698,32.345,
22,150.110,7,8,4,168.589,168.089,171.255,172.755,179.355,188.736,1,1,0,,18.479,17.979,18.479,17.979,38.626,
23,165.060,1,0,3,165.060,165.060,165.060,166.560,171.160,180.541,1,1,0,,0.000,0.000,0.000,0.000,15.481,
24,172.440,6,8,4,220.506,217.993,223.151,224.651,231.251,242.280,1,1,0,,48.066,45.553,48.066,45.553,69.840,C 
25,180.590,2,0,5,184.974,183.629,187.619,189.119,193.719,204.748,1,1,0,,4.384,3.039,4.384,3.039,24.158,
26,187.900,9,8,1,187.900,187.900,187.900,189.400,194.000,203.381,1,1,0,,0.000,0.000,0.000,0.000,15.481,
27,194.270,6,1,2,196.986,196.486,199.651,201.151,205.751,220.101,1,1,0,,2.716,2.216,2.716,2.216,25.831,
28,194.540,3,0,0,197.256,196.756,199.921,201.421,206.021,218.317,1,1,0,,2.716,2.216,2.716,2.216,23.777,
29,194.680,3,0,0,197.256,196.756,199.921,201.421,206.021,218.317,0,0,0,,,,2.576,2.076,23.637,
30,194.770,2,6,4,201.606,200.286,205.186,206.686,211.286,224.651,1,1,0,,6.836,5.516,6.836,5.516,29.881,
31,206.710,0,7,5,206.710,206.710,203.248,204.748,211.348,252.323,1,1,0,,0.000,0.000,0.000,0.000,45.613,
32,213.330,4,5,5,220.569,218.056,223.213,224.713,229.313,238.695,1,1,0,,7.239,4.726,7.239,4.726,25.365,
33,224.540,8,5,1,224.540,224.540,224.540,226.040,230.640,242.936,1,1,0,,0.000,0.000,0.000,0.000,18.396,
34,225.360,4,8,5,225.360,225.360,223.213,224.713,229.313,264.305,0,0,0,,,,0.000,0.000,38.945,
35,240.580,5,4,1,240.580,240.580,241.436,242.936,249.536,258.917,1,1,0,,0.000,0.000,0.000,0.000,18.337,C 
36,243.350,8,4,4,243.350,243.350,240.780,242.280,248.880,275.158,1,1,0,,0.000,0.000,0.000,0.000,31.808,
37,244.260,9,3,3,255.965,253.710,258.610,260.110,264.710,280.060,1,1,0,,11.705,9.450,11.705,9.450,35.800,
38,247.040,7,1,4,254.096,253.596,256.761,258.261,262.861,290.054,1,1,0,,7.056,6.556,7.056,6.556,43.014,C 
39,248.110,3,7,2,252.494,251.149,255.139,256.639,261.239,274.605,1,1,0,,4.384,3.039,4.384,3.039,26.495,
40,266.340,7,8,2,270.460,267.947,273.105,274.605,281.205,290.586,1,1,0,,4.120,1.607,4.120,1.607,24.246,
41,271.040,9,8,5,273.756,273.256,276.421,277.921,282.521,291.902,1,1,0,,2.716,2.216,2.716,2.216,20.862,
42,271.400,3,4,3,275.915,273.660,278.560,280.060,286.660,296.041,1,1,0,,4.515,2.260,4.515,2.260,24.641,
43,273.900,2,4,1,278.284,276.939,280.929,282.429,287.029,298.058,1,1,0,,4.384,3.039,4.384,3.039,24.158,
44,277.610,7,8,2,277.610,277.610,273.105,274.605,281.205,290.586,0,0,0,,,,0.000,0.000,12.976,
45,285.990,4,0,3,291.876,291.376,294.541,296.041,302.641,316.007,1,1,0,,5.886,5.386,5.886,5.386,30.017,C D 
46,292.940,6,0,5,301.386,300.042,304.031,305.531,310.131,325.481,1,1,0,,8.446,7.102,8.446,7.102,32.541,
47,303.600,0,2,0,303.600,303.600,303.600,305.100,309.700,320.729,1,1,0,,0.000,0.000,0.000,0.000,17.129,
48,304.170,3,8,1,306.886,306.386,309.551,311.051,315.651,330.001,1,1,0,,2.716,2.216,2.716,2.216,25.831,
49,308.270,0,6,3,311.862,309.349,314.507,316.007,322.607,337.957,0,1,0,,3.592,1.079,3.592,1.079,29.687,C D CD 
50,317.930,1,8,4,317.930,317.930,317.930,319.430,324.030,340.380,1,1,0,,0.000,0.000,0.000,0.000,22.450,
51,326.280,7,4,2,328.996,328.496,331.661,333.161,337.761,350.057,1,1,0,,2.716,2.216,2.716,2.216,23.777,
52,335.950,0,3,5,335.950,335.950,335.950,337.450,342.050,354.346,1,1,0,,0.000,0.000,0.000,0.000,18.396,
53,336.880,3,5,0,339.596,339.096,342.261,343.761,348.361,359.390,1,1,0,,2.716,2.216,2.716,2.216,22.510,
54,342.620,0,3,2,361.878,359.365,364.523,366.023,370.623,382.919,1,1,0,,19.258,16.745,19.258,16.745,40.299,
55,350.310,4,2,5,380.727,379.382,383.371,384.871,389.471,400.500,1,1,0,,30.417,29.072,30.417,29.072,50.190,C D CD 
56,352.920,2,3,3,359.641,357.128,362.286,363.786,368.386,377.767,1,1,0,,6.721,4.208,6.721,4.208,24.847,
57,354.910,9,0,4,357.626,357.126,360.291,361.791,366.391,384.741,1,1,0,,2.716,2.216,2.716,2.216,29.831,
58,359.040,6,2,5,365.098,363.119,367.742,369.242,373.842,400.500,1,1,0,,6.058,4.079,6.058,4.079,41.460,
59,364.040,5,7,0,364.040,364.040,364.040,365.540,370.140,381.169,1,1,0,,0.000,0.000,0.000,0.000,17.129,
60,366.950,2,7,3,366.950,366.950,362.286,363.786,368.386,393.732,0,0,0,,,,0.000,0.000,26.782,
61,374.400,8,9,1,374.400,374.400,374.400,375.900,380.500,389.881,1,1,0,,0.000,0.000,0.000,0.000,15.481,
62,380.300,9,7,1,385.716,385.216,388.381,389.881,396.481,407.510,1,1,0,,5.416,4.916,5.416,4.916,27.210,
63,383.130,4,2,5,383.130,383.130,383.371,384.871,389.471,400.500,0,0,0,,,,0.000,0.000,17.370,
64,385.910,7,8,0,385.910,385.910,385.910,387.410,392.010,401.391,1,1,0,,0.000,0.000,0.000,0.000,15.481,
65,396.780,8,0,0,397.226,396.780,399.891,401.391,407.991,438.322,1,1,0,,0.446,0.000,0.446,0.000,41.542,
66,404.500,7,9,3,404.500,404.500,404.500,406.000,410.600,421.629,1,1,0,,0.000,0.000,0.000,0.000,17.129,C 
67,410.810,1,0,0,419.877,417.941,422.841,424.341,428.941,438.322,1,1,0,,9.067,7.131,9.067,7.131,27.512,
68,418.780,3,8,2,418.780,418.780,418.780,420.280,424.880,439.230,1,1,0,,0.000,0.000,0.000,0.000,20.450,
69,421.280,9,3,3,421.280,421.280,420.129,421.629,428.229,443.579,1,1,0,,0.000,0.000,0.000,0.000,22.299,
70,432.510,0,3,4,432.510,432.510,432.510,434.010,438.610,450.906,1,1,0,,0.000,0.000,0.000,0.000,18.396,
71,439.140,6,7,1,441.856,441.356,444.521,446.021,450.621,460.002,1,1,0,,2.716,2.216,2.716,2.216,20.862,
72,445.730,8,9,2,445.730,445.730,445.730,447.230,451.830,461.211,1,1,0,,0.000,0.000,0.000,0.000,15.481,
73,448.750,9,3,2,457.046,456.546,459.711,461.211,467.811,496.142,1,1,0,,8.296,7.796,8.296,7.796,47.392,
74,455.530,3,1,4,455.530,455.530,455.530,457.030,461.630,472.659,1,1,0,,0.000,0.000,0.000,0.000,17.129,
75,460.640,1,9,5,463.356,462.856,466.021,467.521,472.121,489.471,1,1,0,,2.716,2.216,2.716,2.216,28.831,
76,470.160,8,0,2,473.027,472.527,475.692,477.192,481.792,511.038,1,1,0,,2.867,2.367,2.867,2.367,40.878,
77,490.860,2,6,4,493.576,493.076,496.241,497.741,502.341,515.707,1,1,0,,2.716,2.216,2.716,2.216,24.847,
78,502.720,4,7,3,505.436,504.936,508.101,509.601,514.201,539.211,1,1,0,,2.716,2.216,2.716,2.216,36.491,
79,507.670,6,0,4,511.562,509.049,514.207,515.707,522.307,563.635,1,1,0,,3.892,1.379,3.892,1.379,55.965,
