Index,T arrival,Origin,Dest,Assignment,T end wait AP,T end wait CP,T door opening,T door opened,T door close,T depart,Reg dir,Reg car-dir,Re-Reg,T Re-Reg,Reg AP T,Reg CP T,Wait AP T,Wait CP T,Srvc T,Rejection
1,24.700,3,5,0,37.655,38.522,40.928,42.428,47.028,63.255,1,1,0,,12.955,13.822,12.955,13.822,38.555,
2,31.720,8,1,1,34.635,42.522,44.928,46.428,60.222,96.449,1,1,0,,2.915,10.802,2.915,10.802,64.729,
