Index,T arrival,Origin,Dest,Assignment,T end wait AP,T end wait CP,T door opening,T door opened,T door close,T depart,Reg dir,Reg car-dir,Re-Reg,T Re-Reg,Reg AP T,Reg CP T,Wait AP T,Wait CP T,Srvc T,Rejection
1,5.700,6,1,1,26.655,27.522,29.928,31.428,51.488,79.715,1,1,0,,20.955,21.822,20.955,21.822,74.015,
2,5.800,5,2,0,28.921,29.788,32.194,33.694,38.294,58.521,1,1,0,,23.121,23.988,23.121,23.988,52.721,
